image1,image1_path,image2,image2_path,similarity
357_27ab49c8.jpg,(datasets/house_styles/all_images/357_27ab49c8.jpg),055_6622ba93.jpg,(datasets/house_styles/all_images/055_6622ba93.jpg),0.0
067_6de6b577.jpg,(datasets/house_styles/all_images/067_6de6b577.jpg),143_606cf1bf.jpg,(datasets/house_styles/all_images/143_606cf1bf.jpg),1
449_f4fc9f5c.jpg,(datasets/house_styles/all_images/449_f4fc9f5c.jpg),318_8eeda507.jpg,(datasets/house_styles/all_images/318_8eeda507.jpg),1
179_df3d3b6f.jpg,(datasets/house_styles/all_images/179_df3d3b6f.jpg),466_b488daef.jpg,(datasets/house_styles/all_images/466_b488daef.jpg),0.0
203_686226e0.jpg,(datasets/house_styles/all_images/203_686226e0.jpg),222_8f82cea2.jpg,(datasets/house_styles/all_images/222_8f82cea2.jpg),0.0
279_0a7ee454.jpg,(datasets/house_styles/all_images/279_0a7ee454.jpg),255_c44d1f35.jpg,(datasets/house_styles/all_images/255_c44d1f35.jpg),0.0
021_6cb715ac.jpg,(datasets/house_styles/all_images/021_6cb715ac.jpg),045_9fea1e51.jpg,(datasets/house_styles/all_images/045_9fea1e51.jpg),2
010_84618064.jpg,(datasets/house_styles/all_images/010_84618064.jpg),082_40db5260.jpg,(datasets/house_styles/all_images/082_40db5260.jpg),3
001_d2c7428a.jpg,(datasets/house_styles/all_images/001_d2c7428a.jpg),081_21153085.jpg,(datasets/house_styles/all_images/081_21153085.jpg),3
113_3b341645.jpg,(datasets/house_styles/all_images/113_3b341645.jpg),439_cbec03f0.jpg,(datasets/house_styles/all_images/439_cbec03f0.jpg),3
360_96bf2f72.jpg,(datasets/house_styles/all_images/360_96bf2f72.jpg),086_80f8f853.jpg,(datasets/house_styles/all_images/086_80f8f853.jpg),0.0
339_56fe58fd.jpg,(datasets/house_styles/all_images/339_56fe58fd.jpg),068_b5fe6a9b.jpg,(datasets/house_styles/all_images/068_b5fe6a9b.jpg),0.0
299_6f2be194.jpg,(datasets/house_styles/all_images/299_6f2be194.jpg),094_0a543599.jpg,(datasets/house_styles/all_images/094_0a543599.jpg),0.0
124_335423e9.jpg,(datasets/house_styles/all_images/124_335423e9.jpg),430_4e0ee28c.jpg,(datasets/house_styles/all_images/430_4e0ee28c.jpg),0.0
213_80e87065.jpg,(datasets/house_styles/all_images/213_80e87065.jpg),007_64a3e2e9.jpg,(datasets/house_styles/all_images/007_64a3e2e9.jpg),0.0
004_7a46c013.jpg,(datasets/house_styles/all_images/004_7a46c013.jpg),504_06424815.jpg,(datasets/house_styles/all_images/504_06424815.jpg),0.0
299_6f2be194.jpg,(datasets/house_styles/all_images/299_6f2be194.jpg),086_80f8f853.jpg,(datasets/house_styles/all_images/086_80f8f853.jpg),0.0
273_95a29a86.jpg,(datasets/house_styles/all_images/273_95a29a86.jpg),109_e1b4cdd0.jpg,(datasets/house_styles/all_images/109_e1b4cdd0.jpg),2
040_6ddfd3e7.jpg,(datasets/house_styles/all_images/040_6ddfd3e7.jpg),073_d9fb51c3.jpg,(datasets/house_styles/all_images/073_d9fb51c3.jpg),0.0
056_944d8eb9.jpg,(datasets/house_styles/all_images/056_944d8eb9.jpg),056_3336d3b9.jpg,(datasets/house_styles/all_images/056_3336d3b9.jpg),0.0
317_256ee017.jpg,(datasets/house_styles/all_images/317_256ee017.jpg),441_56cba3a9.jpg,(datasets/house_styles/all_images/441_56cba3a9.jpg),0.0
239_9448f80b.jpg,(datasets/house_styles/all_images/239_9448f80b.jpg),449_f4fc9f5c.jpg,(datasets/house_styles/all_images/449_f4fc9f5c.jpg),0.0
103_e1440563.jpg,(datasets/house_styles/all_images/103_e1440563.jpg),382_761139e9.jpg,(datasets/house_styles/all_images/382_761139e9.jpg),3
338_ad39cc5d.jpg,(datasets/house_styles/all_images/338_ad39cc5d.jpg),244_81b4770c.jpg,(datasets/house_styles/all_images/244_81b4770c.jpg),0.0
131_c09d4a3f.jpg,(datasets/house_styles/all_images/131_c09d4a3f.jpg),159_7b4fd689.jpg,(datasets/house_styles/all_images/159_7b4fd689.jpg),0.0
381_f069d506.jpg,(datasets/house_styles/all_images/381_f069d506.jpg),139_38ae72c7.jpg,(datasets/house_styles/all_images/139_38ae72c7.jpg),0.0
014_459a0075.jpg,(datasets/house_styles/all_images/014_459a0075.jpg),009_91fd0193.jpg,(datasets/house_styles/all_images/009_91fd0193.jpg),0.0
233_ceab4e67.jpg,(datasets/house_styles/all_images/233_ceab4e67.jpg),011_a7b790e1.jpg,(datasets/house_styles/all_images/011_a7b790e1.jpg),0.0
028_955ddd2f.jpg,(datasets/house_styles/all_images/028_955ddd2f.jpg),225_25606f44.jpg,(datasets/house_styles/all_images/225_25606f44.jpg),3
114_74c3329d.jpg,(datasets/house_styles/all_images/114_74c3329d.jpg),168_bbf12d12.jpg,(datasets/house_styles/all_images/168_bbf12d12.jpg),0.0
173_e9257949.jpg,(datasets/house_styles/all_images/173_e9257949.jpg),104_0b145adc.jpg,(datasets/house_styles/all_images/104_0b145adc.jpg),0.0
043_0c48915e.jpg,(datasets/house_styles/all_images/043_0c48915e.jpg),171_18d3b628.jpg,(datasets/house_styles/all_images/171_18d3b628.jpg),0.0
389_08eeac29.jpg,(datasets/house_styles/all_images/389_08eeac29.jpg),081_156ea596.jpg,(datasets/house_styles/all_images/081_156ea596.jpg),0.0
227_33071f4b.jpg,(datasets/house_styles/all_images/227_33071f4b.jpg),199_e4e5df84.jpg,(datasets/house_styles/all_images/199_e4e5df84.jpg),0.0
202_698495e0.jpg,(datasets/house_styles/all_images/202_698495e0.jpg),427_31f4d6f2.jpg,(datasets/house_styles/all_images/427_31f4d6f2.jpg),0.0
504_06424815.jpg,(datasets/house_styles/all_images/504_06424815.jpg),004_cabd9dfd.jpg,(datasets/house_styles/all_images/004_cabd9dfd.jpg),0.0
388_aa0bd42a.jpg,(datasets/house_styles/all_images/388_aa0bd42a.jpg),366_08eff319.jpg,(datasets/house_styles/all_images/366_08eff319.jpg),1
109_e1b4cdd0.jpg,(datasets/house_styles/all_images/109_e1b4cdd0.jpg),427_31f4d6f2.jpg,(datasets/house_styles/all_images/427_31f4d6f2.jpg),0.0
371_893ae863.jpg,(datasets/house_styles/all_images/371_893ae863.jpg),073_d9fb51c3.jpg,(datasets/house_styles/all_images/073_d9fb51c3.jpg),0.0
089_23d6d672.jpg,(datasets/house_styles/all_images/089_23d6d672.jpg),088_925727df.jpg,(datasets/house_styles/all_images/088_925727df.jpg),0.0
028_955ddd2f.jpg,(datasets/house_styles/all_images/028_955ddd2f.jpg),206_08d285c6.jpg,(datasets/house_styles/all_images/206_08d285c6.jpg),0.0
093_94e91f0f.jpg,(datasets/house_styles/all_images/093_94e91f0f.jpg),432_81c52798.jpg,(datasets/house_styles/all_images/432_81c52798.jpg),1
245_1557cb25.jpg,(datasets/house_styles/all_images/245_1557cb25.jpg),262_8a21b6d1.jpg,(datasets/house_styles/all_images/262_8a21b6d1.jpg),0.0
176_b6772afe.jpg,(datasets/house_styles/all_images/176_b6772afe.jpg),215_23b53307.jpg,(datasets/house_styles/all_images/215_23b53307.jpg),0.0
012_f54e5947.jpg,(datasets/house_styles/all_images/012_f54e5947.jpg),098_cff86baa.jpg,(datasets/house_styles/all_images/098_cff86baa.jpg),0.0
420_dc34f8c6.jpg,(datasets/house_styles/all_images/420_dc34f8c6.jpg),447_0ffa8cdd.jpg,(datasets/house_styles/all_images/447_0ffa8cdd.jpg),0.0
186_ab31fc0e.jpg,(datasets/house_styles/all_images/186_ab31fc0e.jpg),125_4eba27a5.jpg,(datasets/house_styles/all_images/125_4eba27a5.jpg),0.0
081_21153085.jpg,(datasets/house_styles/all_images/081_21153085.jpg),205_0ec9560b.jpg,(datasets/house_styles/all_images/205_0ec9560b.jpg),3
257_f1b4cd5b.jpg,(datasets/house_styles/all_images/257_f1b4cd5b.jpg),294_f336ba11.jpg,(datasets/house_styles/all_images/294_f336ba11.jpg),3
018_7868b4d7.jpg,(datasets/house_styles/all_images/018_7868b4d7.jpg),061_b65cd27e.jpg,(datasets/house_styles/all_images/061_b65cd27e.jpg),2
022_f8c73e27.jpg,(datasets/house_styles/all_images/022_f8c73e27.jpg),087_24c73d10.jpg,(datasets/house_styles/all_images/087_24c73d10.jpg),2
052_46fd81f7.jpg,(datasets/house_styles/all_images/052_46fd81f7.jpg),020_c8201633.jpg,(datasets/house_styles/all_images/020_c8201633.jpg),0.0
116_32f01ef6.jpg,(datasets/house_styles/all_images/116_32f01ef6.jpg),034_ad26fac6.jpg,(datasets/house_styles/all_images/034_ad26fac6.jpg),0.0
511_150e9942.jpg,(datasets/house_styles/all_images/511_150e9942.jpg),203_686226e0.jpg,(datasets/house_styles/all_images/203_686226e0.jpg),2
380_05c909d1.jpg,(datasets/house_styles/all_images/380_05c909d1.jpg),430_4e0ee28c.jpg,(datasets/house_styles/all_images/430_4e0ee28c.jpg),0.0
129_50e2e0b5.jpg,(datasets/house_styles/all_images/129_50e2e0b5.jpg),196_9adb6d83.jpg,(datasets/house_styles/all_images/196_9adb6d83.jpg),2
089_23d6d672.jpg,(datasets/house_styles/all_images/089_23d6d672.jpg),084_dae155bc.jpg,(datasets/house_styles/all_images/084_dae155bc.jpg),1
314_b662db80.jpg,(datasets/house_styles/all_images/314_b662db80.jpg),063_15c6964c.jpg,(datasets/house_styles/all_images/063_15c6964c.jpg),1
150_1454420c.jpg,(datasets/house_styles/all_images/150_1454420c.jpg),114_dd2dcd98.jpg,(datasets/house_styles/all_images/114_dd2dcd98.jpg),2
467_834e3436.jpg,(datasets/house_styles/all_images/467_834e3436.jpg),015_bbf52680.jpg,(datasets/house_styles/all_images/015_bbf52680.jpg),0.0
453_d7b5d246.jpg,(datasets/house_styles/all_images/453_d7b5d246.jpg),172_fb1c801f.jpg,(datasets/house_styles/all_images/172_fb1c801f.jpg),0.0
470_6e733604.jpg,(datasets/house_styles/all_images/470_6e733604.jpg),251_39ac24cf.jpg,(datasets/house_styles/all_images/251_39ac24cf.jpg),3
324_b65d6469.jpg,(datasets/house_styles/all_images/324_b65d6469.jpg),212_aea88577.jpg,(datasets/house_styles/all_images/212_aea88577.jpg),0.0
233_ca38f1ee.jpg,(datasets/house_styles/all_images/233_ca38f1ee.jpg),093_a5e0acc5.jpg,(datasets/house_styles/all_images/093_a5e0acc5.jpg),0.0
346_e98ba7a9.jpg,(datasets/house_styles/all_images/346_e98ba7a9.jpg),149_0d19bc77.jpg,(datasets/house_styles/all_images/149_0d19bc77.jpg),3
024_74f0858b.jpg,(datasets/house_styles/all_images/024_74f0858b.jpg),032_1fae6650.jpg,(datasets/house_styles/all_images/032_1fae6650.jpg),0.0
244_81b4770c.jpg,(datasets/house_styles/all_images/244_81b4770c.jpg),136_9f1a39c1.jpg,(datasets/house_styles/all_images/136_9f1a39c1.jpg),0.0
128_841a4e49.jpg,(datasets/house_styles/all_images/128_841a4e49.jpg),160_392e08da.jpg,(datasets/house_styles/all_images/160_392e08da.jpg),1
068_dc83e73a.jpg,(datasets/house_styles/all_images/068_dc83e73a.jpg),338_91aaae44.jpg,(datasets/house_styles/all_images/338_91aaae44.jpg),0.0
360_96bf2f72.jpg,(datasets/house_styles/all_images/360_96bf2f72.jpg),080_1bdfee05.jpg,(datasets/house_styles/all_images/080_1bdfee05.jpg),0.0
050_999633cb.jpg,(datasets/house_styles/all_images/050_999633cb.jpg),235_9d901e22.jpg,(datasets/house_styles/all_images/235_9d901e22.jpg),2
346_e98ba7a9.jpg,(datasets/house_styles/all_images/346_e98ba7a9.jpg),484_fbf31c35.jpg,(datasets/house_styles/all_images/484_fbf31c35.jpg),0.0
219_d4a22bde.jpg,(datasets/house_styles/all_images/219_d4a22bde.jpg),020_616a995d.jpg,(datasets/house_styles/all_images/020_616a995d.jpg),1
493_2782a145.jpg,(datasets/house_styles/all_images/493_2782a145.jpg),476_018c324b.jpg,(datasets/house_styles/all_images/476_018c324b.jpg),1
018_64add206.jpg,(datasets/house_styles/all_images/018_64add206.jpg),108_c76f77e2.jpg,(datasets/house_styles/all_images/108_c76f77e2.jpg),0.0
022_f8c73e27.jpg,(datasets/house_styles/all_images/022_f8c73e27.jpg),156_55935f6b.jpg,(datasets/house_styles/all_images/156_55935f6b.jpg),3
360_96bf2f72.jpg,(datasets/house_styles/all_images/360_96bf2f72.jpg),055_6622ba93.jpg,(datasets/house_styles/all_images/055_6622ba93.jpg),0.0
334_493d0c20.jpg,(datasets/house_styles/all_images/334_493d0c20.jpg),129_eef5c8a1.jpg,(datasets/house_styles/all_images/129_eef5c8a1.jpg),0.0
241_0a49bf59.jpg,(datasets/house_styles/all_images/241_0a49bf59.jpg),430_4e0ee28c.jpg,(datasets/house_styles/all_images/430_4e0ee28c.jpg),0.0
331_377860bc.jpg,(datasets/house_styles/all_images/331_377860bc.jpg),104_0b145adc.jpg,(datasets/house_styles/all_images/104_0b145adc.jpg),0.0
040_6ddfd3e7.jpg,(datasets/house_styles/all_images/040_6ddfd3e7.jpg),108_c76f77e2.jpg,(datasets/house_styles/all_images/108_c76f77e2.jpg),0.0
150_1454420c.jpg,(datasets/house_styles/all_images/150_1454420c.jpg),060_26c18ddf.jpg,(datasets/house_styles/all_images/060_26c18ddf.jpg),2
117_d5ce16c2.jpg,(datasets/house_styles/all_images/117_d5ce16c2.jpg),152_3e513879.jpg,(datasets/house_styles/all_images/152_3e513879.jpg),2
244_6d833b6a.jpg,(datasets/house_styles/all_images/244_6d833b6a.jpg),014_459a0075.jpg,(datasets/house_styles/all_images/014_459a0075.jpg),1
017_ffb23173.jpg,(datasets/house_styles/all_images/017_ffb23173.jpg),108_c76f77e2.jpg,(datasets/house_styles/all_images/108_c76f77e2.jpg),0.0
339_c832b6cc.jpg,(datasets/house_styles/all_images/339_c832b6cc.jpg),036_871efa8f.jpg,(datasets/house_styles/all_images/036_871efa8f.jpg),0.0
447_0ffa8cdd.jpg,(datasets/house_styles/all_images/447_0ffa8cdd.jpg),027_07aeccc3.jpg,(datasets/house_styles/all_images/027_07aeccc3.jpg),0.0
501_bcd7edcd.jpg,(datasets/house_styles/all_images/501_bcd7edcd.jpg),002_8cdb5424.jpg,(datasets/house_styles/all_images/002_8cdb5424.jpg),0.0
042_06b56791.jpg,(datasets/house_styles/all_images/042_06b56791.jpg),103_615e0fa4.jpg,(datasets/house_styles/all_images/103_615e0fa4.jpg),3
098_cff86baa.jpg,(datasets/house_styles/all_images/098_cff86baa.jpg),082_40db5260.jpg,(datasets/house_styles/all_images/082_40db5260.jpg),3
112_e6cb24b4.jpg,(datasets/house_styles/all_images/112_e6cb24b4.jpg),255_c44d1f35.jpg,(datasets/house_styles/all_images/255_c44d1f35.jpg),0.0
230_4add03cc.jpg,(datasets/house_styles/all_images/230_4add03cc.jpg),083_1941f4a1.jpg,(datasets/house_styles/all_images/083_1941f4a1.jpg),3
257_f1b4cd5b.jpg,(datasets/house_styles/all_images/257_f1b4cd5b.jpg),052_46fd81f7.jpg,(datasets/house_styles/all_images/052_46fd81f7.jpg),0.0
439_ac9a7940.jpg,(datasets/house_styles/all_images/439_ac9a7940.jpg),004_c3667694.jpg,(datasets/house_styles/all_images/004_c3667694.jpg),0.0
247_7ebd437b.jpg,(datasets/house_styles/all_images/247_7ebd437b.jpg),245_579b3304.jpg,(datasets/house_styles/all_images/245_579b3304.jpg),0.0
427_31f4d6f2.jpg,(datasets/house_styles/all_images/427_31f4d6f2.jpg),023_5efdbc2d.jpg,(datasets/house_styles/all_images/023_5efdbc2d.jpg),0.0
270_b478d734.jpg,(datasets/house_styles/all_images/270_b478d734.jpg),088_925727df.jpg,(datasets/house_styles/all_images/088_925727df.jpg),1
306_26da3db8.jpg,(datasets/house_styles/all_images/306_26da3db8.jpg),009_f852438c.jpg,(datasets/house_styles/all_images/009_f852438c.jpg),0.0
439_ac9a7940.jpg,(datasets/house_styles/all_images/439_ac9a7940.jpg),026_01045d0b.jpg,(datasets/house_styles/all_images/026_01045d0b.jpg),0.0
294_f336ba11.jpg,(datasets/house_styles/all_images/294_f336ba11.jpg),196_9adb6d83.jpg,(datasets/house_styles/all_images/196_9adb6d83.jpg),0.0
230_4add03cc.jpg,(datasets/house_styles/all_images/230_4add03cc.jpg),092_0cd80084.jpg,(datasets/house_styles/all_images/092_0cd80084.jpg),1
160_392e08da.jpg,(datasets/house_styles/all_images/160_392e08da.jpg),021_6cb715ac.jpg,(datasets/house_styles/all_images/021_6cb715ac.jpg),3
352_a6c3229c.jpg,(datasets/house_styles/all_images/352_a6c3229c.jpg),004_c3667694.jpg,(datasets/house_styles/all_images/004_c3667694.jpg),2
068_b5fe6a9b.jpg,(datasets/house_styles/all_images/068_b5fe6a9b.jpg),104_0b145adc.jpg,(datasets/house_styles/all_images/104_0b145adc.jpg),1
031_d4da03e3.jpg,(datasets/house_styles/all_images/031_d4da03e3.jpg),113_a877aa66.jpg,(datasets/house_styles/all_images/113_a877aa66.jpg),0.0
238_223f3e13.jpg,(datasets/house_styles/all_images/238_223f3e13.jpg),122_ddafaefd.jpg,(datasets/house_styles/all_images/122_ddafaefd.jpg),0.0
355_a1185a91.jpg,(datasets/house_styles/all_images/355_a1185a91.jpg),063_15c6964c.jpg,(datasets/house_styles/all_images/063_15c6964c.jpg),0.0
049_745f0b5c.jpg,(datasets/house_styles/all_images/049_745f0b5c.jpg),063_15c6964c.jpg,(datasets/house_styles/all_images/063_15c6964c.jpg),0.0
510_95629ee6.jpg,(datasets/house_styles/all_images/510_95629ee6.jpg),136_9f1a39c1.jpg,(datasets/house_styles/all_images/136_9f1a39c1.jpg),0.0
186_464b5bb4.jpg,(datasets/house_styles/all_images/186_464b5bb4.jpg),352_a6c3229c.jpg,(datasets/house_styles/all_images/352_a6c3229c.jpg),3
031_d4da03e3.jpg,(datasets/house_styles/all_images/031_d4da03e3.jpg),439_cbec03f0.jpg,(datasets/house_styles/all_images/439_cbec03f0.jpg),2
133_91a1133a.jpg,(datasets/house_styles/all_images/133_91a1133a.jpg),198_7df0d8be.jpg,(datasets/house_styles/all_images/198_7df0d8be.jpg),2
121_62c24d44.jpg,(datasets/house_styles/all_images/121_62c24d44.jpg),109_9fb25602.jpg,(datasets/house_styles/all_images/109_9fb25602.jpg),0.0
041_d7474487.jpg,(datasets/house_styles/all_images/041_d7474487.jpg),177_4cc50260.jpg,(datasets/house_styles/all_images/177_4cc50260.jpg),0.0
273_95a29a86.jpg,(datasets/house_styles/all_images/273_95a29a86.jpg),206_9b5a908f.jpg,(datasets/house_styles/all_images/206_9b5a908f.jpg),3
366_6a85a605.jpg,(datasets/house_styles/all_images/366_6a85a605.jpg),197_3ef925ed.jpg,(datasets/house_styles/all_images/197_3ef925ed.jpg),0.0
041_d7474487.jpg,(datasets/house_styles/all_images/041_d7474487.jpg),055_6622ba93.jpg,(datasets/house_styles/all_images/055_6622ba93.jpg),0.0
061_0e8f4935.jpg,(datasets/house_styles/all_images/061_0e8f4935.jpg),382_761139e9.jpg,(datasets/house_styles/all_images/382_761139e9.jpg),0.0
299_6f2be194.jpg,(datasets/house_styles/all_images/299_6f2be194.jpg),177_3216f03e.jpg,(datasets/house_styles/all_images/177_3216f03e.jpg),0.0
196_9adb6d83.jpg,(datasets/house_styles/all_images/196_9adb6d83.jpg),034_ad26fac6.jpg,(datasets/house_styles/all_images/034_ad26fac6.jpg),1
036_5236be5e.jpg,(datasets/house_styles/all_images/036_5236be5e.jpg),127_7cd6971f.jpg,(datasets/house_styles/all_images/127_7cd6971f.jpg),2
447_96c74801.jpg,(datasets/house_styles/all_images/447_96c74801.jpg),201_936151d8.jpg,(datasets/house_styles/all_images/201_936151d8.jpg),0.0
061_0e8f4935.jpg,(datasets/house_styles/all_images/061_0e8f4935.jpg),015_bbf52680.jpg,(datasets/house_styles/all_images/015_bbf52680.jpg),0.0
205_0ec9560b.jpg,(datasets/house_styles/all_images/205_0ec9560b.jpg),363_12412886.jpg,(datasets/house_styles/all_images/363_12412886.jpg),3
078_abdcd606.jpg,(datasets/house_styles/all_images/078_abdcd606.jpg),198_7df0d8be.jpg,(datasets/house_styles/all_images/198_7df0d8be.jpg),0.0
350_ff091a99.jpg,(datasets/house_styles/all_images/350_ff091a99.jpg),122_ddafaefd.jpg,(datasets/house_styles/all_images/122_ddafaefd.jpg),0.0
425_f8d72d81.jpg,(datasets/house_styles/all_images/425_f8d72d81.jpg),026_312b7c51.jpg,(datasets/house_styles/all_images/026_312b7c51.jpg),0.0
130_1d93de4f.jpg,(datasets/house_styles/all_images/130_1d93de4f.jpg),219_d4a22bde.jpg,(datasets/house_styles/all_images/219_d4a22bde.jpg),2
432_81c52798.jpg,(datasets/house_styles/all_images/432_81c52798.jpg),175_d61edc30.jpg,(datasets/house_styles/all_images/175_d61edc30.jpg),0.0
233_ca38f1ee.jpg,(datasets/house_styles/all_images/233_ca38f1ee.jpg),053_9f014739.jpg,(datasets/house_styles/all_images/053_9f014739.jpg),0.0
131_1251d4eb.jpg,(datasets/house_styles/all_images/131_1251d4eb.jpg),023_5efdbc2d.jpg,(datasets/house_styles/all_images/023_5efdbc2d.jpg),0.0
018_64add206.jpg,(datasets/house_styles/all_images/018_64add206.jpg),067_c93d4864.jpg,(datasets/house_styles/all_images/067_c93d4864.jpg),0.0
025_bea784dd.jpg,(datasets/house_styles/all_images/025_bea784dd.jpg),063_15c6964c.jpg,(datasets/house_styles/all_images/063_15c6964c.jpg),0.0
139_38ae72c7.jpg,(datasets/house_styles/all_images/139_38ae72c7.jpg),008_a0cf2e04.jpg,(datasets/house_styles/all_images/008_a0cf2e04.jpg),1
186_464b5bb4.jpg,(datasets/house_styles/all_images/186_464b5bb4.jpg),078_d09c7ede.jpg,(datasets/house_styles/all_images/078_d09c7ede.jpg),0.0
295_cf4856da.jpg,(datasets/house_styles/all_images/295_cf4856da.jpg),012_f438db3a.jpg,(datasets/house_styles/all_images/012_f438db3a.jpg),0.0
179_df3d3b6f.jpg,(datasets/house_styles/all_images/179_df3d3b6f.jpg),485_1c18da79.jpg,(datasets/house_styles/all_images/485_1c18da79.jpg),0.0
112_f21e8af7.jpg,(datasets/house_styles/all_images/112_f21e8af7.jpg),280_78fc43a1.jpg,(datasets/house_styles/all_images/280_78fc43a1.jpg),0.0
035_7b4de4fd.jpg,(datasets/house_styles/all_images/035_7b4de4fd.jpg),203_686226e0.jpg,(datasets/house_styles/all_images/203_686226e0.jpg),0.0
235_9d901e22.jpg,(datasets/house_styles/all_images/235_9d901e22.jpg),078_9e2d5f02.jpg,(datasets/house_styles/all_images/078_9e2d5f02.jpg),3
151_cffbc324.jpg,(datasets/house_styles/all_images/151_cffbc324.jpg),054_37cbf3d3.jpg,(datasets/house_styles/all_images/054_37cbf3d3.jpg),0.0
040_6ddfd3e7.jpg,(datasets/house_styles/all_images/040_6ddfd3e7.jpg),081_156ea596.jpg,(datasets/house_styles/all_images/081_156ea596.jpg),0.0
005_eda52226.jpg,(datasets/house_styles/all_images/005_eda52226.jpg),137_038f978a.jpg,(datasets/house_styles/all_images/137_038f978a.jpg),2
017_d780b748.jpg,(datasets/house_styles/all_images/017_d780b748.jpg),222_8f82cea2.jpg,(datasets/house_styles/all_images/222_8f82cea2.jpg),1
289_6a6ec65c.jpg,(datasets/house_styles/all_images/289_6a6ec65c.jpg),304_56934f95.jpg,(datasets/house_styles/all_images/304_56934f95.jpg),2
350_ff091a99.jpg,(datasets/house_styles/all_images/350_ff091a99.jpg),012_f54e5947.jpg,(datasets/house_styles/all_images/012_f54e5947.jpg),1
167_65150acf.jpg,(datasets/house_styles/all_images/167_65150acf.jpg),360_96bf2f72.jpg,(datasets/house_styles/all_images/360_96bf2f72.jpg),0.0
278_069d12d8.jpg,(datasets/house_styles/all_images/278_069d12d8.jpg),036_871efa8f.jpg,(datasets/house_styles/all_images/036_871efa8f.jpg),0.0
043_0c48915e.jpg,(datasets/house_styles/all_images/043_0c48915e.jpg),105_1c926771.jpg,(datasets/house_styles/all_images/105_1c926771.jpg),0.0
129_eef5c8a1.jpg,(datasets/house_styles/all_images/129_eef5c8a1.jpg),245_579b3304.jpg,(datasets/house_styles/all_images/245_579b3304.jpg),1
227_33071f4b.jpg,(datasets/house_styles/all_images/227_33071f4b.jpg),129_50e2e0b5.jpg,(datasets/house_styles/all_images/129_50e2e0b5.jpg),0.0
516_8a0a07fe.jpg,(datasets/house_styles/all_images/516_8a0a07fe.jpg),005_eda52226.jpg,(datasets/house_styles/all_images/005_eda52226.jpg),0.0
415_4b0724cb.jpg,(datasets/house_styles/all_images/415_4b0724cb.jpg),092_0cd80084.jpg,(datasets/house_styles/all_images/092_0cd80084.jpg),0.0
295_cf4856da.jpg,(datasets/house_styles/all_images/295_cf4856da.jpg),270_b478d734.jpg,(datasets/house_styles/all_images/270_b478d734.jpg),0.0
250_27aa4502.jpg,(datasets/house_styles/all_images/250_27aa4502.jpg),113_3b341645.jpg,(datasets/house_styles/all_images/113_3b341645.jpg),0.0
233_ca38f1ee.jpg,(datasets/house_styles/all_images/233_ca38f1ee.jpg),019_61d9365b.jpg,(datasets/house_styles/all_images/019_61d9365b.jpg),0.0
432_81c52798.jpg,(datasets/house_styles/all_images/432_81c52798.jpg),184_ad1b48b8.jpg,(datasets/house_styles/all_images/184_ad1b48b8.jpg),0.0
083_b149d914.jpg,(datasets/house_styles/all_images/083_b149d914.jpg),175_d61edc30.jpg,(datasets/house_styles/all_images/175_d61edc30.jpg),0.0
179_df3d3b6f.jpg,(datasets/house_styles/all_images/179_df3d3b6f.jpg),094_0a543599.jpg,(datasets/house_styles/all_images/094_0a543599.jpg),0.0
481_2d314672.jpg,(datasets/house_styles/all_images/481_2d314672.jpg),036_871efa8f.jpg,(datasets/house_styles/all_images/036_871efa8f.jpg),0.0
161_ecee3bf9.jpg,(datasets/house_styles/all_images/161_ecee3bf9.jpg),091_1e37e2fa.jpg,(datasets/house_styles/all_images/091_1e37e2fa.jpg),0.0
331_377860bc.jpg,(datasets/house_styles/all_images/331_377860bc.jpg),098_cff86baa.jpg,(datasets/house_styles/all_images/098_cff86baa.jpg),0.0
052_618be4ac.jpg,(datasets/house_styles/all_images/052_618be4ac.jpg),136_9f1a39c1.jpg,(datasets/house_styles/all_images/136_9f1a39c1.jpg),0.0
366_6a85a605.jpg,(datasets/house_styles/all_images/366_6a85a605.jpg),394_8fc176b2.jpg,(datasets/house_styles/all_images/394_8fc176b2.jpg),1
089_23d6d672.jpg,(datasets/house_styles/all_images/089_23d6d672.jpg),156_55935f6b.jpg,(datasets/house_styles/all_images/156_55935f6b.jpg),0.0
192_f498f294.jpg,(datasets/house_styles/all_images/192_f498f294.jpg),087_24c73d10.jpg,(datasets/house_styles/all_images/087_24c73d10.jpg),0.0
081_21153085.jpg,(datasets/house_styles/all_images/081_21153085.jpg),150_1454420c.jpg,(datasets/house_styles/all_images/150_1454420c.jpg),0.0
043_0c48915e.jpg,(datasets/house_styles/all_images/043_0c48915e.jpg),481_2d314672.jpg,(datasets/house_styles/all_images/481_2d314672.jpg),0.0
199_e4e5df84.jpg,(datasets/house_styles/all_images/199_e4e5df84.jpg),040_320b140b.jpg,(datasets/house_styles/all_images/040_320b140b.jpg),0.0
306_26da3db8.jpg,(datasets/house_styles/all_images/306_26da3db8.jpg),112_e6cb24b4.jpg,(datasets/house_styles/all_images/112_e6cb24b4.jpg),0.0
317_256ee017.jpg,(datasets/house_styles/all_images/317_256ee017.jpg),184_ad1b48b8.jpg,(datasets/house_styles/all_images/184_ad1b48b8.jpg),0.0
233_ca38f1ee.jpg,(datasets/house_styles/all_images/233_ca38f1ee.jpg),456_fc7312d5.jpg,(datasets/house_styles/all_images/456_fc7312d5.jpg),0.0
