query_image,query_image_path,retrieved_image,retrieved_image_path,similarity
040_6ddfd3e7.jpg,(datasets/house_styles/all_images/040_6ddfd3e7.jpg),068_b5fe6a9b.jpg,(datasets/house_styles/all_images/068_b5fe6a9b.jpg),0.0
040_6ddfd3e7.jpg,(datasets/house_styles/all_images/040_6ddfd3e7.jpg),112_f21e8af7.jpg,(datasets/house_styles/all_images/112_f21e8af7.jpg),
040_6ddfd3e7.jpg,(datasets/house_styles/all_images/040_6ddfd3e7.jpg),061_0e8f4935.jpg,(datasets/house_styles/all_images/061_0e8f4935.jpg),
040_6ddfd3e7.jpg,(datasets/house_styles/all_images/040_6ddfd3e7.jpg),018_d675e0cc.jpg,(datasets/house_styles/all_images/018_d675e0cc.jpg),0.0
003_4600a7ff.jpg,(datasets/house_styles/all_images/003_4600a7ff.jpg),201_edbb9f6e.jpg,(datasets/house_styles/all_images/201_edbb9f6e.jpg),0.0
003_4600a7ff.jpg,(datasets/house_styles/all_images/003_4600a7ff.jpg),199_e4e5df84.jpg,(datasets/house_styles/all_images/199_e4e5df84.jpg),0.0
003_4600a7ff.jpg,(datasets/house_styles/all_images/003_4600a7ff.jpg),089_23d6d672.jpg,(datasets/house_styles/all_images/089_23d6d672.jpg),0.0
003_4600a7ff.jpg,(datasets/house_styles/all_images/003_4600a7ff.jpg),113_3b341645.jpg,(datasets/house_styles/all_images/113_3b341645.jpg),0.0
003_4600a7ff.jpg,(datasets/house_styles/all_images/003_4600a7ff.jpg),121_62c24d44.jpg,(datasets/house_styles/all_images/121_62c24d44.jpg),0.0
004_cabd9dfd.jpg,(datasets/house_styles/all_images/004_cabd9dfd.jpg),113_3b341645.jpg,(datasets/house_styles/all_images/113_3b341645.jpg),0.0
004_cabd9dfd.jpg,(datasets/house_styles/all_images/004_cabd9dfd.jpg),136_976f1a71.jpg,(datasets/house_styles/all_images/136_976f1a71.jpg),0.0
004_cabd9dfd.jpg,(datasets/house_styles/all_images/004_cabd9dfd.jpg),324_b65d6469.jpg,(datasets/house_styles/all_images/324_b65d6469.jpg),0.0
004_cabd9dfd.jpg,(datasets/house_styles/all_images/004_cabd9dfd.jpg),045_9fea1e51.jpg,(datasets/house_styles/all_images/045_9fea1e51.jpg),
004_cabd9dfd.jpg,(datasets/house_styles/all_images/004_cabd9dfd.jpg),199_e4e5df84.jpg,(datasets/house_styles/all_images/199_e4e5df84.jpg),0.0
151_d0e35309.jpg,(datasets/house_styles/all_images/151_d0e35309.jpg),002_8cdb5424.jpg,(datasets/house_styles/all_images/002_8cdb5424.jpg),
151_d0e35309.jpg,(datasets/house_styles/all_images/151_d0e35309.jpg),017_ffb23173.jpg,(datasets/house_styles/all_images/017_ffb23173.jpg),0.0
151_d0e35309.jpg,(datasets/house_styles/all_images/151_d0e35309.jpg),042_06b56791.jpg,(datasets/house_styles/all_images/042_06b56791.jpg),
151_d0e35309.jpg,(datasets/house_styles/all_images/151_d0e35309.jpg),196_4a29195b.jpg,(datasets/house_styles/all_images/196_4a29195b.jpg),0.0
151_d0e35309.jpg,(datasets/house_styles/all_images/151_d0e35309.jpg),186_864572c2.jpg,(datasets/house_styles/all_images/186_864572c2.jpg),
376_3473d618.jpg,(datasets/house_styles/all_images/376_3473d618.jpg),343_354bff03.jpg,(datasets/house_styles/all_images/343_354bff03.jpg),3.0
376_3473d618.jpg,(datasets/house_styles/all_images/376_3473d618.jpg),284_1d326f0c.jpg,(datasets/house_styles/all_images/284_1d326f0c.jpg),3.0
376_3473d618.jpg,(datasets/house_styles/all_images/376_3473d618.jpg),304_7774d253.jpg,(datasets/house_styles/all_images/304_7774d253.jpg),
376_3473d618.jpg,(datasets/house_styles/all_images/376_3473d618.jpg),137_16e3cfb6.jpg,(datasets/house_styles/all_images/137_16e3cfb6.jpg),
376_3473d618.jpg,(datasets/house_styles/all_images/376_3473d618.jpg),040_320b140b.jpg,(datasets/house_styles/all_images/040_320b140b.jpg),0.0
188_9b067c58.jpg,(datasets/house_styles/all_images/188_9b067c58.jpg),177_3216f03e.jpg,(datasets/house_styles/all_images/177_3216f03e.jpg),0.0
188_9b067c58.jpg,(datasets/house_styles/all_images/188_9b067c58.jpg),234_25b7959b.jpg,(datasets/house_styles/all_images/234_25b7959b.jpg),
188_9b067c58.jpg,(datasets/house_styles/all_images/188_9b067c58.jpg),011_a7b790e1.jpg,(datasets/house_styles/all_images/011_a7b790e1.jpg),
188_9b067c58.jpg,(datasets/house_styles/all_images/188_9b067c58.jpg),118_8b40a003.jpg,(datasets/house_styles/all_images/118_8b40a003.jpg),0.0
188_9b067c58.jpg,(datasets/house_styles/all_images/188_9b067c58.jpg),516_8a0a07fe.jpg,(datasets/house_styles/all_images/516_8a0a07fe.jpg),0.0
284_404c75b4.jpg,(datasets/house_styles/all_images/284_404c75b4.jpg),179_df3d3b6f.jpg,(datasets/house_styles/all_images/179_df3d3b6f.jpg),0.0
284_404c75b4.jpg,(datasets/house_styles/all_images/284_404c75b4.jpg),197_3ef925ed.jpg,(datasets/house_styles/all_images/197_3ef925ed.jpg),
284_404c75b4.jpg,(datasets/house_styles/all_images/284_404c75b4.jpg),223_ad04fd37.jpg,(datasets/house_styles/all_images/223_ad04fd37.jpg),
284_404c75b4.jpg,(datasets/house_styles/all_images/284_404c75b4.jpg),378_8983cba2.jpg,(datasets/house_styles/all_images/378_8983cba2.jpg),0.0
284_404c75b4.jpg,(datasets/house_styles/all_images/284_404c75b4.jpg),084_dae155bc.jpg,(datasets/house_styles/all_images/084_dae155bc.jpg),0.0
449_f4fc9f5c.jpg,(datasets/house_styles/all_images/449_f4fc9f5c.jpg),447_96c74801.jpg,(datasets/house_styles/all_images/447_96c74801.jpg),0.0
449_f4fc9f5c.jpg,(datasets/house_styles/all_images/449_f4fc9f5c.jpg),056_3336d3b9.jpg,(datasets/house_styles/all_images/056_3336d3b9.jpg),0.0
449_f4fc9f5c.jpg,(datasets/house_styles/all_images/449_f4fc9f5c.jpg),292_4b1685e4.jpg,(datasets/house_styles/all_images/292_4b1685e4.jpg),
449_f4fc9f5c.jpg,(datasets/house_styles/all_images/449_f4fc9f5c.jpg),428_5c14629a.jpg,(datasets/house_styles/all_images/428_5c14629a.jpg),0.0
449_f4fc9f5c.jpg,(datasets/house_styles/all_images/449_f4fc9f5c.jpg),236_1c4cda1e.jpg,(datasets/house_styles/all_images/236_1c4cda1e.jpg),0.0
273_95a29a86.jpg,(datasets/house_styles/all_images/273_95a29a86.jpg),233_ca38f1ee.jpg,(datasets/house_styles/all_images/233_ca38f1ee.jpg),
273_95a29a86.jpg,(datasets/house_styles/all_images/273_95a29a86.jpg),186_ab31fc0e.jpg,(datasets/house_styles/all_images/186_ab31fc0e.jpg),
273_95a29a86.jpg,(datasets/house_styles/all_images/273_95a29a86.jpg),236_8b82502f.jpg,(datasets/house_styles/all_images/236_8b82502f.jpg),
273_95a29a86.jpg,(datasets/house_styles/all_images/273_95a29a86.jpg),131_1251d4eb.jpg,(datasets/house_styles/all_images/131_1251d4eb.jpg),
273_95a29a86.jpg,(datasets/house_styles/all_images/273_95a29a86.jpg),360_96bf2f72.jpg,(datasets/house_styles/all_images/360_96bf2f72.jpg),0.0
109_4eafbe2a.jpg,(datasets/house_styles/all_images/109_4eafbe2a.jpg),014_32b0d77e.jpg,(datasets/house_styles/all_images/014_32b0d77e.jpg),
109_4eafbe2a.jpg,(datasets/house_styles/all_images/109_4eafbe2a.jpg),039_31ff85ea.jpg,(datasets/house_styles/all_images/039_31ff85ea.jpg),0.0
109_4eafbe2a.jpg,(datasets/house_styles/all_images/109_4eafbe2a.jpg),177_3216f03e.jpg,(datasets/house_styles/all_images/177_3216f03e.jpg),
109_4eafbe2a.jpg,(datasets/house_styles/all_images/109_4eafbe2a.jpg),021_6cb715ac.jpg,(datasets/house_styles/all_images/021_6cb715ac.jpg),0.0
109_4eafbe2a.jpg,(datasets/house_styles/all_images/109_4eafbe2a.jpg),058_a50b945b.jpg,(datasets/house_styles/all_images/058_a50b945b.jpg),
135_8c978f4e.jpg,(datasets/house_styles/all_images/135_8c978f4e.jpg),045_9fea1e51.jpg,(datasets/house_styles/all_images/045_9fea1e51.jpg),
135_8c978f4e.jpg,(datasets/house_styles/all_images/135_8c978f4e.jpg),012_f54e5947.jpg,(datasets/house_styles/all_images/012_f54e5947.jpg),0.0
135_8c978f4e.jpg,(datasets/house_styles/all_images/135_8c978f4e.jpg),113_3b341645.jpg,(datasets/house_styles/all_images/113_3b341645.jpg),0.0
135_8c978f4e.jpg,(datasets/house_styles/all_images/135_8c978f4e.jpg),201_edbb9f6e.jpg,(datasets/house_styles/all_images/201_edbb9f6e.jpg),0.0
135_8c978f4e.jpg,(datasets/house_styles/all_images/135_8c978f4e.jpg),199_e4e5df84.jpg,(datasets/house_styles/all_images/199_e4e5df84.jpg),0.0
005_eda52226.jpg,(datasets/house_styles/all_images/005_eda52226.jpg),250_27aa4502.jpg,(datasets/house_styles/all_images/250_27aa4502.jpg),0.0
005_eda52226.jpg,(datasets/house_styles/all_images/005_eda52226.jpg),410_43ec7ac3.jpg,(datasets/house_styles/all_images/410_43ec7ac3.jpg),0.0
005_eda52226.jpg,(datasets/house_styles/all_images/005_eda52226.jpg),159_f211f05e.jpg,(datasets/house_styles/all_images/159_f211f05e.jpg),0.0
005_eda52226.jpg,(datasets/house_styles/all_images/005_eda52226.jpg),419_b4f308b3.jpg,(datasets/house_styles/all_images/419_b4f308b3.jpg),0.0
005_eda52226.jpg,(datasets/house_styles/all_images/005_eda52226.jpg),078_abdcd606.jpg,(datasets/house_styles/all_images/078_abdcd606.jpg),0.0
050_ffb00e12.jpg,(datasets/house_styles/all_images/050_ffb00e12.jpg),084_dae155bc.jpg,(datasets/house_styles/all_images/084_dae155bc.jpg),
050_ffb00e12.jpg,(datasets/house_styles/all_images/050_ffb00e12.jpg),410_43ec7ac3.jpg,(datasets/house_styles/all_images/410_43ec7ac3.jpg),
050_ffb00e12.jpg,(datasets/house_styles/all_images/050_ffb00e12.jpg),477_5cdcd6bf.jpg,(datasets/house_styles/all_images/477_5cdcd6bf.jpg),
050_ffb00e12.jpg,(datasets/house_styles/all_images/050_ffb00e12.jpg),054_37cbf3d3.jpg,(datasets/house_styles/all_images/054_37cbf3d3.jpg),
050_ffb00e12.jpg,(datasets/house_styles/all_images/050_ffb00e12.jpg),055_6622ba93.jpg,(datasets/house_styles/all_images/055_6622ba93.jpg),0.0
056_944d8eb9.jpg,(datasets/house_styles/all_images/056_944d8eb9.jpg),053_9f014739.jpg,(datasets/house_styles/all_images/053_9f014739.jpg),0.0
056_944d8eb9.jpg,(datasets/house_styles/all_images/056_944d8eb9.jpg),018_d675e0cc.jpg,(datasets/house_styles/all_images/018_d675e0cc.jpg),0.0
056_944d8eb9.jpg,(datasets/house_styles/all_images/056_944d8eb9.jpg),021_083b8fe4.jpg,(datasets/house_styles/all_images/021_083b8fe4.jpg),
056_944d8eb9.jpg,(datasets/house_styles/all_images/056_944d8eb9.jpg),048_0a8b5dde.jpg,(datasets/house_styles/all_images/048_0a8b5dde.jpg),0.0
056_944d8eb9.jpg,(datasets/house_styles/all_images/056_944d8eb9.jpg),106_253755c1.jpg,(datasets/house_styles/all_images/106_253755c1.jpg),0.0
077_fd3da9e2.jpg,(datasets/house_styles/all_images/077_fd3da9e2.jpg),201_edbb9f6e.jpg,(datasets/house_styles/all_images/201_edbb9f6e.jpg),0.0
077_fd3da9e2.jpg,(datasets/house_styles/all_images/077_fd3da9e2.jpg),199_e4e5df84.jpg,(datasets/house_styles/all_images/199_e4e5df84.jpg),0.0
077_fd3da9e2.jpg,(datasets/house_styles/all_images/077_fd3da9e2.jpg),177_3216f03e.jpg,(datasets/house_styles/all_images/177_3216f03e.jpg),0.0
077_fd3da9e2.jpg,(datasets/house_styles/all_images/077_fd3da9e2.jpg),310_10bdb154.jpg,(datasets/house_styles/all_images/310_10bdb154.jpg),0.0
077_fd3da9e2.jpg,(datasets/house_styles/all_images/077_fd3da9e2.jpg),067_c93d4864.jpg,(datasets/house_styles/all_images/067_c93d4864.jpg),0.0
453_d7b5d246.jpg,(datasets/house_styles/all_images/453_d7b5d246.jpg),004_7a46c013.jpg,(datasets/house_styles/all_images/004_7a46c013.jpg),3.0
453_d7b5d246.jpg,(datasets/house_styles/all_images/453_d7b5d246.jpg),105_1c926771.jpg,(datasets/house_styles/all_images/105_1c926771.jpg),0.0
453_d7b5d246.jpg,(datasets/house_styles/all_images/453_d7b5d246.jpg),131_1251d4eb.jpg,(datasets/house_styles/all_images/131_1251d4eb.jpg),
453_d7b5d246.jpg,(datasets/house_styles/all_images/453_d7b5d246.jpg),212_aea88577.jpg,(datasets/house_styles/all_images/212_aea88577.jpg),0.0
453_d7b5d246.jpg,(datasets/house_styles/all_images/453_d7b5d246.jpg),048_0a8b5dde.jpg,(datasets/house_styles/all_images/048_0a8b5dde.jpg),
109_9fb25602.jpg,(datasets/house_styles/all_images/109_9fb25602.jpg),314_b662db80.jpg,(datasets/house_styles/all_images/314_b662db80.jpg),
109_9fb25602.jpg,(datasets/house_styles/all_images/109_9fb25602.jpg),163_de1fdac4.jpg,(datasets/house_styles/all_images/163_de1fdac4.jpg),
109_9fb25602.jpg,(datasets/house_styles/all_images/109_9fb25602.jpg),037_326d0815.jpg,(datasets/house_styles/all_images/037_326d0815.jpg),3.0
204_c24a248a.jpg,(datasets/house_styles/all_images/204_c24a248a.jpg),366_6a85a605.jpg,(datasets/house_styles/all_images/366_6a85a605.jpg),0.0
204_c24a248a.jpg,(datasets/house_styles/all_images/204_c24a248a.jpg),234_25b7959b.jpg,(datasets/house_styles/all_images/234_25b7959b.jpg),
204_c24a248a.jpg,(datasets/house_styles/all_images/204_c24a248a.jpg),244_6d833b6a.jpg,(datasets/house_styles/all_images/244_6d833b6a.jpg),0.0
204_c24a248a.jpg,(datasets/house_styles/all_images/204_c24a248a.jpg),112_f21e8af7.jpg,(datasets/house_styles/all_images/112_f21e8af7.jpg),0.0
204_c24a248a.jpg,(datasets/house_styles/all_images/204_c24a248a.jpg),052_46fd81f7.jpg,(datasets/house_styles/all_images/052_46fd81f7.jpg),0.0
306_26da3db8.jpg,(datasets/house_styles/all_images/306_26da3db8.jpg),435_32929f16.jpg,(datasets/house_styles/all_images/435_32929f16.jpg),0.0
306_26da3db8.jpg,(datasets/house_styles/all_images/306_26da3db8.jpg),348_1d0c305a.jpg,(datasets/house_styles/all_images/348_1d0c305a.jpg),
306_26da3db8.jpg,(datasets/house_styles/all_images/306_26da3db8.jpg),044_868201d6.jpg,(datasets/house_styles/all_images/044_868201d6.jpg),0.0
306_26da3db8.jpg,(datasets/house_styles/all_images/306_26da3db8.jpg),015_bbf52680.jpg,(datasets/house_styles/all_images/015_bbf52680.jpg),0.0
202_698495e0.jpg,(datasets/house_styles/all_images/202_698495e0.jpg),125_b3f68f40.jpg,(datasets/house_styles/all_images/125_b3f68f40.jpg),
202_698495e0.jpg,(datasets/house_styles/all_images/202_698495e0.jpg),022_f8c73e27.jpg,(datasets/house_styles/all_images/022_f8c73e27.jpg),0.0
202_698495e0.jpg,(datasets/house_styles/all_images/202_698495e0.jpg),156_55935f6b.jpg,(datasets/house_styles/all_images/156_55935f6b.jpg),0.0
202_698495e0.jpg,(datasets/house_styles/all_images/202_698495e0.jpg),229_f79304e9.jpg,(datasets/house_styles/all_images/229_f79304e9.jpg),
083_1941f4a1.jpg,(datasets/house_styles/all_images/083_1941f4a1.jpg),428_5c14629a.jpg,(datasets/house_styles/all_images/428_5c14629a.jpg),0.0
083_1941f4a1.jpg,(datasets/house_styles/all_images/083_1941f4a1.jpg),267_4433e7a0.jpg,(datasets/house_styles/all_images/267_4433e7a0.jpg),0.0
083_1941f4a1.jpg,(datasets/house_styles/all_images/083_1941f4a1.jpg),447_96c74801.jpg,(datasets/house_styles/all_images/447_96c74801.jpg),0.0
083_1941f4a1.jpg,(datasets/house_styles/all_images/083_1941f4a1.jpg),112_f21e8af7.jpg,(datasets/house_styles/all_images/112_f21e8af7.jpg),0.0
294_3260f65d.jpg,(datasets/house_styles/all_images/294_3260f65d.jpg),112_f21e8af7.jpg,(datasets/house_styles/all_images/112_f21e8af7.jpg),0.0
294_3260f65d.jpg,(datasets/house_styles/all_images/294_3260f65d.jpg),234_25b7959b.jpg,(datasets/house_styles/all_images/234_25b7959b.jpg),0.0
294_3260f65d.jpg,(datasets/house_styles/all_images/294_3260f65d.jpg),127_7cd6971f.jpg,(datasets/house_styles/all_images/127_7cd6971f.jpg),0.0
294_3260f65d.jpg,(datasets/house_styles/all_images/294_3260f65d.jpg),021_083b8fe4.jpg,(datasets/house_styles/all_images/021_083b8fe4.jpg),
154_dc6f5bd3.jpg,(datasets/house_styles/all_images/154_dc6f5bd3.jpg),155_732ad883.jpg,(datasets/house_styles/all_images/155_732ad883.jpg),0.0
154_dc6f5bd3.jpg,(datasets/house_styles/all_images/154_dc6f5bd3.jpg),042_636dd3d3.jpg,(datasets/house_styles/all_images/042_636dd3d3.jpg),0.0
154_dc6f5bd3.jpg,(datasets/house_styles/all_images/154_dc6f5bd3.jpg),225_25606f44.jpg,(datasets/house_styles/all_images/225_25606f44.jpg),0.0
154_dc6f5bd3.jpg,(datasets/house_styles/all_images/154_dc6f5bd3.jpg),121_62c24d44.jpg,(datasets/house_styles/all_images/121_62c24d44.jpg),0.0
059_fc270a5f.jpg,(datasets/house_styles/all_images/059_fc270a5f.jpg),314_b662db80.jpg,(datasets/house_styles/all_images/314_b662db80.jpg),
059_fc270a5f.jpg,(datasets/house_styles/all_images/059_fc270a5f.jpg),037_326d0815.jpg,(datasets/house_styles/all_images/037_326d0815.jpg),
059_fc270a5f.jpg,(datasets/house_styles/all_images/059_fc270a5f.jpg),137_038f978a.jpg,(datasets/house_styles/all_images/137_038f978a.jpg),
059_fc270a5f.jpg,(datasets/house_styles/all_images/059_fc270a5f.jpg),428_5c14629a.jpg,(datasets/house_styles/all_images/428_5c14629a.jpg),0.0
061_b65cd27e.jpg,(datasets/house_styles/all_images/061_b65cd27e.jpg),410_43ec7ac3.jpg,(datasets/house_styles/all_images/410_43ec7ac3.jpg),
061_b65cd27e.jpg,(datasets/house_styles/all_images/061_b65cd27e.jpg),067_c93d4864.jpg,(datasets/house_styles/all_images/067_c93d4864.jpg),
061_b65cd27e.jpg,(datasets/house_styles/all_images/061_b65cd27e.jpg),199_e4e5df84.jpg,(datasets/house_styles/all_images/199_e4e5df84.jpg),
061_b65cd27e.jpg,(datasets/house_styles/all_images/061_b65cd27e.jpg),201_edbb9f6e.jpg,(datasets/house_styles/all_images/201_edbb9f6e.jpg),
061_b65cd27e.jpg,(datasets/house_styles/all_images/061_b65cd27e.jpg),229_c8c54b60.jpg,(datasets/house_styles/all_images/229_c8c54b60.jpg),
004_c3667694.jpg,(datasets/house_styles/all_images/004_c3667694.jpg),402_edb89d69.jpg,(datasets/house_styles/all_images/402_edb89d69.jpg),
004_c3667694.jpg,(datasets/house_styles/all_images/004_c3667694.jpg),234_25b7959b.jpg,(datasets/house_styles/all_images/234_25b7959b.jpg),0.0
004_c3667694.jpg,(datasets/house_styles/all_images/004_c3667694.jpg),127_7cd6971f.jpg,(datasets/house_styles/all_images/127_7cd6971f.jpg),0.0
004_c3667694.jpg,(datasets/house_styles/all_images/004_c3667694.jpg),017_ffb23173.jpg,(datasets/house_styles/all_images/017_ffb23173.jpg),
004_c3667694.jpg,(datasets/house_styles/all_images/004_c3667694.jpg),056_3336d3b9.jpg,(datasets/house_styles/all_images/056_3336d3b9.jpg),0.0
206_9b5a908f.jpg,(datasets/house_styles/all_images/206_9b5a908f.jpg),484_fbf31c35.jpg,(datasets/house_styles/all_images/484_fbf31c35.jpg),0.0
206_9b5a908f.jpg,(datasets/house_styles/all_images/206_9b5a908f.jpg),507_7d484885.jpg,(datasets/house_styles/all_images/507_7d484885.jpg),0.0
206_9b5a908f.jpg,(datasets/house_styles/all_images/206_9b5a908f.jpg),137_038f978a.jpg,(datasets/house_styles/all_images/137_038f978a.jpg),0.0
206_9b5a908f.jpg,(datasets/house_styles/all_images/206_9b5a908f.jpg),163_de1fdac4.jpg,(datasets/house_styles/all_images/163_de1fdac4.jpg),0.0
078_d09c7ede.jpg,(datasets/house_styles/all_images/078_d09c7ede.jpg),474_ebf934b6.jpg,(datasets/house_styles/all_images/474_ebf934b6.jpg),0.0
078_d09c7ede.jpg,(datasets/house_styles/all_images/078_d09c7ede.jpg),357_27ab49c8.jpg,(datasets/house_styles/all_images/357_27ab49c8.jpg),0.0
078_d09c7ede.jpg,(datasets/house_styles/all_images/078_d09c7ede.jpg),084_dae155bc.jpg,(datasets/house_styles/all_images/084_dae155bc.jpg),0.0
078_d09c7ede.jpg,(datasets/house_styles/all_images/078_d09c7ede.jpg),057_28786773.jpg,(datasets/house_styles/all_images/057_28786773.jpg),
078_d09c7ede.jpg,(datasets/house_styles/all_images/078_d09c7ede.jpg),007_64a3e2e9.jpg,(datasets/house_styles/all_images/007_64a3e2e9.jpg),0.0
073_3528262c.jpg,(datasets/house_styles/all_images/073_3528262c.jpg),125_4eba27a5.jpg,(datasets/house_styles/all_images/125_4eba27a5.jpg),0.0
073_3528262c.jpg,(datasets/house_styles/all_images/073_3528262c.jpg),339_56fe58fd.jpg,(datasets/house_styles/all_images/339_56fe58fd.jpg),
073_3528262c.jpg,(datasets/house_styles/all_images/073_3528262c.jpg),456_fc7312d5.jpg,(datasets/house_styles/all_images/456_fc7312d5.jpg),0.0
073_3528262c.jpg,(datasets/house_styles/all_images/073_3528262c.jpg),251_a8ad17be.jpg,(datasets/house_styles/all_images/251_a8ad17be.jpg),0.0
297_e9c8dc5c.jpg,(datasets/house_styles/all_images/297_e9c8dc5c.jpg),012_f438db3a.jpg,(datasets/house_styles/all_images/012_f438db3a.jpg),0.0
297_e9c8dc5c.jpg,(datasets/house_styles/all_images/297_e9c8dc5c.jpg),035_7b4de4fd.jpg,(datasets/house_styles/all_images/035_7b4de4fd.jpg),
297_e9c8dc5c.jpg,(datasets/house_styles/all_images/297_e9c8dc5c.jpg),349_60f37449.jpg,(datasets/house_styles/all_images/349_60f37449.jpg),
297_e9c8dc5c.jpg,(datasets/house_styles/all_images/297_e9c8dc5c.jpg),073_d9fb51c3.jpg,(datasets/house_styles/all_images/073_d9fb51c3.jpg),0.0
139_38ae72c7.jpg,(datasets/house_styles/all_images/139_38ae72c7.jpg),158_0e3358fe.jpg,(datasets/house_styles/all_images/158_0e3358fe.jpg),
139_38ae72c7.jpg,(datasets/house_styles/all_images/139_38ae72c7.jpg),007_64a3e2e9.jpg,(datasets/house_styles/all_images/007_64a3e2e9.jpg),0.0
139_38ae72c7.jpg,(datasets/house_styles/all_images/139_38ae72c7.jpg),084_dae155bc.jpg,(datasets/house_styles/all_images/084_dae155bc.jpg),0.0
139_38ae72c7.jpg,(datasets/house_styles/all_images/139_38ae72c7.jpg),425_f8d72d81.jpg,(datasets/house_styles/all_images/425_f8d72d81.jpg),0.0
219_d4a22bde.jpg,(datasets/house_styles/all_images/219_d4a22bde.jpg),360_28ef686b.jpg,(datasets/house_styles/all_images/360_28ef686b.jpg),
219_d4a22bde.jpg,(datasets/house_styles/all_images/219_d4a22bde.jpg),172_f807dd8b.jpg,(datasets/house_styles/all_images/172_f807dd8b.jpg),0.0
219_d4a22bde.jpg,(datasets/house_styles/all_images/219_d4a22bde.jpg),291_87a33ca7.jpg,(datasets/house_styles/all_images/291_87a33ca7.jpg),2.0
219_d4a22bde.jpg,(datasets/house_styles/all_images/219_d4a22bde.jpg),141_965cfe04.jpg,(datasets/house_styles/all_images/141_965cfe04.jpg),0.0
539_897f21ca.jpg,(datasets/house_styles/all_images/539_897f21ca.jpg),035_6e7ff66b.jpg,(datasets/house_styles/all_images/035_6e7ff66b.jpg),0.0
539_897f21ca.jpg,(datasets/house_styles/all_images/539_897f21ca.jpg),006_ec7e3943.jpg,(datasets/house_styles/all_images/006_ec7e3943.jpg),0.0
539_897f21ca.jpg,(datasets/house_styles/all_images/539_897f21ca.jpg),095_0a434ed3.jpg,(datasets/house_styles/all_images/095_0a434ed3.jpg),0.0
539_897f21ca.jpg,(datasets/house_styles/all_images/539_897f21ca.jpg),105_decde90f.jpg,(datasets/house_styles/all_images/105_decde90f.jpg),0.0
539_897f21ca.jpg,(datasets/house_styles/all_images/539_897f21ca.jpg),279_0a7ee454.jpg,(datasets/house_styles/all_images/279_0a7ee454.jpg),
227_33071f4b.jpg,(datasets/house_styles/all_images/227_33071f4b.jpg),060_8fb534d5.jpg,(datasets/house_styles/all_images/060_8fb534d5.jpg),
227_33071f4b.jpg,(datasets/house_styles/all_images/227_33071f4b.jpg),037_326d0815.jpg,(datasets/house_styles/all_images/037_326d0815.jpg),0.0
227_33071f4b.jpg,(datasets/house_styles/all_images/227_33071f4b.jpg),454_3180c2dd.jpg,(datasets/house_styles/all_images/454_3180c2dd.jpg),0.0
227_33071f4b.jpg,(datasets/house_styles/all_images/227_33071f4b.jpg),050_999633cb.jpg,(datasets/house_styles/all_images/050_999633cb.jpg),
205_0ec9560b.jpg,(datasets/house_styles/all_images/205_0ec9560b.jpg),235_9d901e22.jpg,(datasets/house_styles/all_images/235_9d901e22.jpg),
205_0ec9560b.jpg,(datasets/house_styles/all_images/205_0ec9560b.jpg),350_ff091a99.jpg,(datasets/house_styles/all_images/350_ff091a99.jpg),
205_0ec9560b.jpg,(datasets/house_styles/all_images/205_0ec9560b.jpg),439_ac9a7940.jpg,(datasets/house_styles/all_images/439_ac9a7940.jpg),
205_0ec9560b.jpg,(datasets/house_styles/all_images/205_0ec9560b.jpg),343_354bff03.jpg,(datasets/house_styles/all_images/343_354bff03.jpg),
044_d4a75e1b.jpg,(datasets/house_styles/all_images/044_d4a75e1b.jpg),244_81b4770c.jpg,(datasets/house_styles/all_images/244_81b4770c.jpg),0.0
044_d4a75e1b.jpg,(datasets/house_styles/all_images/044_d4a75e1b.jpg),368_20d72c3b.jpg,(datasets/house_styles/all_images/368_20d72c3b.jpg),
044_d4a75e1b.jpg,(datasets/house_styles/all_images/044_d4a75e1b.jpg),088_925727df.jpg,(datasets/house_styles/all_images/088_925727df.jpg),0.0
388_aa0bd42a.jpg,(datasets/house_styles/all_images/388_aa0bd42a.jpg),048_0a8b5dde.jpg,(datasets/house_styles/all_images/048_0a8b5dde.jpg),
388_aa0bd42a.jpg,(datasets/house_styles/all_images/388_aa0bd42a.jpg),128_841a4e49.jpg,(datasets/house_styles/all_images/128_841a4e49.jpg),0.0
388_aa0bd42a.jpg,(datasets/house_styles/all_images/388_aa0bd42a.jpg),020_c8201633.jpg,(datasets/house_styles/all_images/020_c8201633.jpg),0.0
049_745f0b5c.jpg,(datasets/house_styles/all_images/049_745f0b5c.jpg),441_56cba3a9.jpg,(datasets/house_styles/all_images/441_56cba3a9.jpg),0.0
049_745f0b5c.jpg,(datasets/house_styles/all_images/049_745f0b5c.jpg),142_12fc668a.jpg,(datasets/house_styles/all_images/142_12fc668a.jpg),
049_745f0b5c.jpg,(datasets/house_styles/all_images/049_745f0b5c.jpg),142_a3bbdd3d.jpg,(datasets/house_styles/all_images/142_a3bbdd3d.jpg),0.0
049_745f0b5c.jpg,(datasets/house_styles/all_images/049_745f0b5c.jpg),002_8cdb5424.jpg,(datasets/house_styles/all_images/002_8cdb5424.jpg),0.0
049_745f0b5c.jpg,(datasets/house_styles/all_images/049_745f0b5c.jpg),004_7a46c013.jpg,(datasets/house_styles/all_images/004_7a46c013.jpg),
034_ad26fac6.jpg,(datasets/house_styles/all_images/034_ad26fac6.jpg),117_d5ce16c2.jpg,(datasets/house_styles/all_images/117_d5ce16c2.jpg),
